type_stands,X,Y,Easting,Northing,location_stand,no_stands,physical_condition,occupancy,expanded_capacity,security_safetyrating,lighting,protection_weather,large_development,ease_access,proximity_cyclenetwork,commercial,retail,residential,transportation,education,recreational,entertainment,restaurants,expanded_stands,,Batch No.,adjusted_easting,adjusted_northing
Sheffield Stand,-6.264576763,53.35554873,315600.544,235304.237,North Frederick street outside Lady beauty Parlour,3,High,15,,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,6,,,4180.544,4360.237
Sheffield Stand,-6.2644279,53.34248363,315645.813,233850.564,"South George's street, outside laser dvd",4,High,100,,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4225.813,2906.564
Sheffield Stand,-6.248142868,53.34945698,316711.319,234653.066,Georges dock outside Ely chq,4,High,60,,High,High,Low,All,Good,Unknown,,,,Yes,,,,,8,,,5291.319,3709.066
Sheffield Stand,-6.278260052,53.3472354,314711.859,234357.044,Smithfield near luas station,6,High,50,,Medium,High,Low,All,Good,,,,,,,,,,0,,,3291.859,3413.044
Sheffield Stand,-6.292752028,53.34093668,313763.589,233632.925,St James hospital,40,High,80,,High,High,High,All,Good,Visible,,,,,,,,,0,,,2343.589,2688.925
Sheffield Stand,-6.300144196,53.33877552,313276.991,233380.675,Brooksfield road outside mace,2,High,50,,Medium,High,Low,All,Good,Unknown,,,,,,,,,0,,,1856.991,2436.675
Sheffield Stand,-6.26120358,53.34525232,315853.041,234163.896,Back of fleet street car park,,High,,,,High,Low,,Good,,,,,,,,,,,,,4433.041,3219.896
Sheffield Stand,-6.255120635,53.3473715,316252.362,234409.608,Tara street,3,High,15,,Medium,High,Low,All,Good,Visible,,,,,,,,,6,,,4832.362,3465.608
Sheffield Stand,-6.249292195,53.34397447,316649.754,234041.084,Bottom of Westmoreland street,2,High,100,,High,High,Low,All,Good,Visible,,,,,,,,,4,,,5229.754,3097.084
Sheffield Stand,-6.258726865,53.34672142,316013.987,234331.401,D'Oliver street,6,High,90,,High,High,Low,All,Good,Visible,,,,,,,,,9,,,4593.987,3387.401
Sheffield Stand,,,315276.8,234720.7,Top of Capel Street,11,,,,,,,,,,,,,,Yes,,,,,,,3856.8,3776.7
Sheffield Stand,,,315543.6,234283.9,Swift Row,5,,,,,,,,,,,,,,,,Yes,Yes,,,,4123.6,3339.9
Sheffield Stand,,,315202.8,233733.2,Bride Road,5,,,,,,,,,,,,,,,Yes,,,,,,3782.8,2789.2
Sheffield Stand,,,316331.7,234260.3,Luke Street,14,,,,,,,,,,,,,,,Yes,,,,,,4911.7,3316.3
Sheffield Stand,,,314870.8,233885.1,Francis Street at Thomas Street end,10,,,,,,,,,,,,,,,,,,,,,3450.8,2941.1
Sheffield Stand,,,315412.9,234035,Exchange Street Upper,7,,,,,,,,,,,,,,,,,,,,,3992.9,3091
Sheffield Stand,,,315867.3,232630.2,Charlemont Street ,5,,,,,,,,,,,,,,,,,,,,,4447.3,1686.2
Sheffield Stand,,,315095.9,233224.7,Clanbrassil St north of Fumbally Lane,5,,,,,,,,,,,,,,,,,Yes,,,,3675.9,2280.7
Sheffield Stand,,,315093.1,233215.3,Clanbrassil St south of Fumbally Lane,5,,,,,,,,,,,,,,,,,Yes,,,,3673.1,2271.3
Sheffield Stand,,,315396.5,234522.4,Mary Street east of Jervis Lane Lower,9,,,,,,,,,,,,,,,,,,,,,3976.5,3578.4
Sheffield Stand,,,314958.3,233743.2,Thomas Davis Street South at Francis St end,10,,,,,,,,,,,,,Yes,,,,,,,,3538.3,2799.2
Sheffield Stand,,,315325.2,234682.2,Ryders Row,16,,,,,,,,,,,,,,,,,,,,,3905.2,3738.2
Sheffield Stand,,,315836.321,233986.497,St Andrews Street,3,,,,,,,,,,,,,,,,,,,,,4416.321,3042.497
Sheffield Stand,,,315688.88,233915.168,Dame Court,8,,,,,,,,,,,,,,,,,,,,,4268.88,2971.168
Sheffield Stand,,,317524.528,233685.254,Barrow Street,5,,,,,,,,,,,,,,,,,,,,,6104.528,2741.254
Sheffield Stand,,,317474.334,233873.751,Ringsend Road,3,,,,,,,,,,,,,,,,,,,,,6054.334,2929.751
Sheffield Stand,,,315274.418,234746.734,Capel Street,8,,,,,,,,,,,,,,,,,,,,,3854.418,3802.734
Sheffield Stand,,,315210.572,234600.911,Green Street,4,,,,,,,,,,,,,,,,,,,,,3790.572,3656.911
Sheffield Stand,,,315640.759,235501.21,Dorset Street Lower,3,,,,,,,,,,,,,,,,,,,,,4220.759,4557.21
Sheffield Stand,,,315259.389,235472.585,Blessington Street,5,,,,,,,,,,,,,,,,,,,,,3839.389,4528.585
Sheffield Stand,,,314729.153,234630.562,King Street North,4,,,,,,,,,,,,,,,,,,,,,3309.153,3686.562
Sheffield Stand,,,315026.347,233545.252,Francis Street,5,,,,,,,,,,,,,,,,,,,,,3606.347,2601.252
Sheffield Stand,,,315113.636,233680.183,Patrick Street,6,,,,,,,,,,,,,,,,,,,,,3693.636,2736.183
Sheffield Stand,,,315680.265,234840.376,Moore Street,8,,,,,,,,,,,,,,,,,,,,,4260.265,3896.376
Sheffield Stand,,,315674.662,234834.082,Moore Street,11,,,,,,,,,,,,,,,,,,,,,4254.662,3890.082
Sheffield Stand,,,315680.265,234840.376,Moore Street,10,,,,,,,,,,,,,,,,,,,,,4260.265,3896.376
Sheffield Stand,,,314366.6,233747.271,Bellevue,8,,,,,,,,,,,,,,,,,,,,,2946.6,2803.271
Sheffield Stand,,,315366.278,233644.474,Golden Lane,6,,,,,,,,,,,,,,,,,,,,,3946.278,2700.474
Sheffield Stand,,,315867.055,233283.466,St. Stephens Green South,5,,,,,,,,,,,,,,,,,,,,,4447.055,2339.466
Sheffield Stand,,,315883.421,233553.689,St. Stephens Green West,8,,,,,,,,,,,,,,,,,,,,,4463.421,2609.689
Sheffield Stand,,,315523.07,233309.567,Kevin Street Lower,11,,,,,,,,,,,,,,,,,,,,,4103.07,2365.567
Sheffield Stand,,,315632.076,232778.41,Richmond Street South,3,,,,,,,,,,,,,,,,,,,,,4212.076,1834.41
Sheffield Stand,,,315662.699,232694.939,Richmond Street South,5,,,,,,,,,,,,,,,,,,,,,4242.699,1750.939
Sheffield Stand,,,315535.25,233062.637,Pleasents Street,4,,,,,,,,,,,,,,,,,,,,,4115.25,2118.637
Sheffield Stand,,,314775.5,234008.681,Oliver Bond Street,5,,,,,,,,,,,,,,,,,,,,,3355.5,3064.681
Sheffield Stand,,,323269.966,237088.98,Causeway Road,10,,,,,,,,,,,,,,,,,,,,,11849.966,6144.98
Sheffield Stand,,,317772.397,236957.296,Griffith Avenue,5,,,,,,,,,,,,,,,,,,,,,6352.397,6013.296
Sheffield Stand,,,317772.397,236957.296,Griffith Avenue,5,,,,,,,,,,,,,,,,,,,,,6352.397,6013.296
Sheffield Stand,,,316003.097,234441.355,Eden Quay,5,,,,,,,,,,,,,,,,,,,,,4583.097,3497.355
Sheffield Stand,,,315530.717,234332.111,Jervis Street 1,7,,,,,,,,,,,,,,,,,,,,,4110.717,3388.111
Sheffield Stand,,,315515.022,234395.948,Jervis Street 2,4,,,,,,,,,,,,,,,,,,,,,4095.022,3451.948
Sheffield Stand,,,316417.291,234720.167,Store Street,8,,,,,,,,,,,,,,,,,,,,,4997.291,3776.167
Sheffield Stand,,,315142.798,235873.295,North Circular Road,4,,,,,,,,,,,,,,,,,,,,,3722.798,4929.295
Sheffield Stand,,,315575.179,235805.539,North Circular Road,5,,,,,,,,,,,,,,,,,,,,,4155.179,4861.539
Sheffield Stand,,,315008,236082,Philbsborough Road/Connaught St,4,,,,,,,,,,,,,,,,,,,,,3588,5138
Sheffield Stand,,,317218.987,234149.856,Cardiff Lane,8,,,,,,,,,,,,,,,,,,,,,5798.987,3205.856
Sheffield Stand,,,321426.8,236982.787,Redstables Market,8,,,,,,,,,,,,,,,,,,,,,10006.8,6038.787
Sheffield Stand,,,314991.026,233578.667,Marks Alley West,5,,,,,,,,,,,,,,,,,,,,,3571.026,2634.667
Sheffield Stand,,,314964.281,233662.017,Carman's Hall at Francis Street,5,,,,,,,,,,,,,,,,,,,,,3544.281,2718.017
Sheffield Stand,,,314754.179,233600.373,Carman's Hall at Meath Street,5,,,,,,,,,,,,,,,,,,,,,3334.179,2656.373
Sheffield Stand,,,315084.891,233466.694,Dean Street,10,,,,,,,,,,,,,,,,,,,,,3664.891,2522.694
Sheffield Stand,,,314758.573,233872.512,Thomas Street,16,,,,,,,,,,,,,,,,,,,,,3338.573,2928.512
Sheffield Stand,,,314847.147,233918.909,Augustine Street West at Cornmarket,5,,,,,,,,,,,,,,,,,,,,,3427.147,2974.909
Sheffield Stand,,,316742.383,234482.746,North Wall Quay ,3,,,,,,,,,,,,,,,,,,,,,5322.383,3538.746
Sheffield Stand,,,316878.557,234472.704,Northern Campshires,6,,,,,,,,,,,,,,,,,,,,,5458.557,3528.704
Sheffield Stand,,,314657.73,232599.721,Washington Street,2,,,,,,,,,,,,,,,,,,,,,3237.73,1655.721
Sheffield Stand,,,314713.692,232624.901,Greenville Terrace,2,,,,,,,,,,,,,,,,,,,,,3293.692,1680.901
Sheffield Stand,,,315131.468,235859.485,North Circular Road Opposite Library,2,,,,,,,,,,,,,,,,,,,,,3711.468,4915.485
Sheffield Stand,,,315224.041,235850.499,North Circular Road West of Berkeley Road,3,,,,,,,,,,,,,,,,,,,,,3804.041,4906.499
Sheffield Stand,,,315187.398,235845.907,Goldsmith Street Westside,2,,,,,,,,,,,,,,,,,,,,,3767.398,4901.907
Sheffield Stand,,,315052.381,235892.815,Phibsborough Road outside Doyles Bar,5,,,,,,,,,,,,,,,,,,,,,3632.381,4948.815
Sheffield Stand,,,315038.144,235896.377,Phibsborough Road Westside at Thunders Bakery,4,,,,,,,,,,,,,,,,,,,,,3618.144,4952.377
Sheffield Stand,,,315054.399,235849.142,Phibsborough Road Eastside south of NCR at AIB,2,,,,,,,,,,,,,,,,,,,,,3634.399,4905.142
Sheffield Stand,,,315054.644,235834.509,Phibsborough Road Eastside at Rothar,2,,,,,,,,,,,,,,,,,,,,,3634.644,4890.509
Sheffield Stand,,,315068.717,235878.393,North Circular Road east of Phibsborough Rd at Doyles,5,,,,,,,,,,,,,,,,,,,,,3648.717,4934.393
Sheffield Stand,,,314458.574,234733.715, Stoney Batter eastside outside Centra,5,,,,,,,,,,,,,,,,,,,,,3038.574,3789.715
Sheffield Stand,,,314380.423,234840.865,Manor Street eastside at Grants,6,,,,,,,,,,,,,,,,,,,,,2960.423,3896.865
Sheffield Stand,,,314392.437,234819.183,Manor Street eastside outside No. 3,3,,,,,,,,,,,,,,,,,,,,,2972.437,3875.183
Sheffield Stand,,,314394.945,234787.218,Manor Street westside,2,,,,,,,,,,,,,,,,,,,,,2974.945,3843.218
Sheffield Stand,,,315628.788,233719.678,Stephen Street Lower,10,,,,,,,,,,,,,,,,,,,,,4208.788,2775.678
Sheffield Stand,,,315670.353,233485.381,"York Street, southside at Bright Wash",4,,,,,,,,,,,,,,,,,,,,,4250.353,2541.381
Sheffield Stand,,,315139.74,233575.131,Patrick Street ,5,,,,,,,,,,,,,,,,,,,,,3719.74,2631.131
Sheffield Stand,,,315518.515,233386.003,Bishop Street,10,,,,,,,,,,,,,,,,,,,,,4098.515,2442.003
Sheffield Stand,,,315588.21,233293.954,Cuffe Street,5,,,,,,,,,,,,,,,,,,,,,4168.21,2349.954
Sheffield Stand,,,316890.787,233674.835,Holles Street,5,,,,,,,,,,,,,,,,,,,,,5470.787,2730.835
Sheffield Stand,,,316778.06,234007.712,Pearse Street outside subway,11,,,,,,,,,,,,,,,,,,,,,5358.06,3063.712
Sheffield Stand,,,316820.505,233995.165,Pearse Street outside Trinity Business,10,,,,,,,,,,,,,,,,,,,,,5400.505,3051.165
Sheffield Stand,,,313650.646,234432.246,Parkgate Street outside Nancy Hands,5,,,,,,,,,,,,,,,,,,,,,2230.646,3488.246
Sheffield Stand,,,313715.21,234429.126,Parkgate Street outside Westbrook Motors,6,,,,,,,,,,,,,,,,,,,,,2295.21,3485.126
Sheffield Stand,,,314464.667,234494.741,Blackhall Place,3,,,,,,,,,,,,,,,,,,,,,3044.667,3550.741
Sheffield Stand,,,314674.515,234405.396,Haymarket,6,,,,,,,,,,,,,,,,,,,,,3254.515,3461.396
Sheffield Stand,,,314664.039,234318.689,Coke Lane,5,,,,,,,,,,,,,,,,,,,,,3244.039,3374.689
Sheffield Stand,,,316753.452,233185.195,Baggot Street Lower at James Street East (Bank of Ireland),10,,,,,,,,,,,,,,,,,,,,,5333.452,2241.195
Sheffield Stand,,,316506.506,233333.09,Baggot Street Lower west of Pembroke St Lower,10,,,,,,,,,,,,,,,,,,,,,5086.506,2389.09
Sheffield Stand,,,316677.843,232857.51,"Wilton Terrace, at junction with Wilton Place",10,,,,,,,,,,,,,,,,,,,,,5257.843,1913.51
Sheffield Stand,,,317078.893,233431.529,Mount Street Lower outside No 33,10,,,,,,,,,,,,,,,,,,,,,5658.893,2487.529
Sheffield Stand,,,316906.785,233107.34,"Herbert Street, south of Convent Close",10,,,,,,,,,,,,,,,,,,,,,5486.785,2163.34
Sheffield Stand,,,317267.6,234287.385,Sir John Rogerson's Quay east of Cardiff Lane,10,,,,,,,,,,,,,,,,,,,,,5847.6,3343.385
Sheffield Stand,,,315411.93,233628.84,"Whitefriar Street, eastside south of Golden Lane",10,,,,,,,,,,,,,,,,,,,,,3991.93,2684.84
Sheffield Stand,,,316611.605,233686.795,Merrion Square North opposite No.6,10,,,,,,,,,,,,,,,,,,,,,5191.605,2742.795
Sheffield Stand,,,316802.03,233771.28,"Fenian Street ,northside  east of Bass Place",10,,,,,,,,,,,,,,,,,,,,,5382.03,2827.28
Sheffield Stand,,,316237.885,232748.28,"Adelaide Road , northside outside Eye and Ear Hospital",10,,,,,,,,,,,,,,,,,,,,,4817.885,1804.28
Sheffield Stand,,,315122.13,231505.16,"Ailesbury Road, northside, west of Merlyn Park",10,,,,,,,,,,,,,,,,,,,,,3702.13,561.16
Sheffield Stand,,,319571.845,231710.705,"Strand Road Car Park, opposite No.9 Adelaide Mews",10,,,,,,,,,,,,,,,,,,,,,8151.845,766.705
Sheffield Stand,,,318907.92,232850.363,"Sandymout Village, eastside opposite No .95",5,,,,,,,,,,,,,,,,,,,,,7487.92,1906.363
Sheffield Stand,,,318900.37,232844.685,"Sandymout Village, westside outsideNo .95",5,,,,,,,,,,,,,,,,,,,,,7480.37,1900.685
Sheffield Stand,,,316498.005,230954.255,"Tudor Road, westside opposite Cowper Gardens ",10,,,,,,,,,,,,,,,,,,,,,5078.005,10.255
Sheffield Stand,,,318758.27,233817.49,"Pine Road, northeastern corner at Ringsend Park",7,,,,,,,,,,,,,,,,,,,,,7338.27,2873.49
Sheffield Stand,,,318132.385,233855.73,"Fitzwilliam Street westside, north of Bridge Street",10,,,,,,,,,,,,,,,,,,,,,6712.385,2911.73
Sheffield Stand,,,315176.22,234193.665,Ormond Quay Upper northside outside No.31-36,10,,,,,,,,,,,,,,,,,,,,,3756.22,3249.665
Sheffield Stand,,,315257.545,234212.77,Ormond Quay Upper northside outside No. 20,8,,,,,,,,,,,,,,,,,,,,,3837.545,3268.77
Sheffield Stand,,,315353.185,234509.945,"Mary Street, southside east of Capel Street",11,,,,,,,,,,,,,,,,,,,,,3933.185,3565.945
Sheffield Stand,,,315253.785,234838.585,"Yarnhall Street,  northside west of Bolton Street",10,,,,,,,,,,,,,,,,,,,,,3833.785,3894.585
Sheffield Stand,,,315693.765,234931.145,Parnell Square West south of entrance to Rotunda Hospital,6,,,,,,,,,,,,,,,,,,,,,4273.765,3987.145
Sheffield Stand,,,315661.06,235156.09,Parnell Square North opposite No. 18,10,,,,,,,,,,,,,,,,,,,,,4241.06,4212.09
Sheffield Stand,,,316316.71,234692.13,"Beresford Lane, northside west of Gardiner Street Lower",10,,,,,,,,,,,,,,,,,,,,,4896.71,3748.13
Sheffield Stand,,,316484.875,234837.725,"Talbot Street, northside under railway bridge",8,,,,,,,,,,,,,,,,,,,,,5064.875,3893.725
Sheffield Stand,,,317789.9,234745.92,"Sheriff Street Upper,  northside opposite Castleforbes Street",9,,,,,,,,,,,,,,,,,,,,,6369.9,3801.92
Sheffield Stand,,,317279.005,234791.145,"Sheriff Street Upper,  northside outside train station",9,,,,,,,,,,,,,,,,,,,,,5859.005,3847.145
Sheffield Stand,,,316101.03,235369.245,Mountjoy Square South northside opposite No. 40-45,10,,,,,,,,,,,,,,,,,,,,,4681.03,4425.245
Sheffield Stand,,,316068.54,235333.71,"Mountjoy Square South, southside outside No. 48",9,,,,,,,,,,,,,,,,,,,,,4648.54,4389.71
Sheffield Stand,,,315848.25,235354.67,Gardiner Place northside at Temple Street,9,,,,,,,,,,,,,,,,,,,,,4428.25,4410.67
Sheffield Stand,715411.5653,734777.7955,315485.8467,234751.6552, Kings Inn Street,10,,,,,,,,,,,,,,,,,,,,Batch 7,4065.8467,3807.6552
Sheffield Stand,715240.9941,735707.5394,315315.2303,235681.5998,Eccles street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3895.2303,4737.5998
Sheffield Stand,715748.0852,735395.1692,315822.4329,235369.1651,Temple Street North ,10,,,,,,,,,,,,,,,,,,,,Batch 7,4402.4329,4425.1651
Sheffield Stand,715744.6884,735382.7171,315819.0355,235356.7102,Temple Street North,9,,,,,,,,,,,,,,,,,,,,Batch 7,4399.0355,4412.7102
Sheffield Stand,714915.6044,734475.1011,314989.7824,234448.892,Marys Lane ,9,,,,,,,,,,,,,,,,,,,,Batch 7,3569.7824,3504.892
Sheffield Stand,717559.0141,732263.7528,317633.7794,232237.081, Herbert Park ,10,,,,,,,,,,,,,,,,,,,,Batch 7,6213.7794,1293.081
Sheffield Stand,714891.6349,734165.2904,314965.8108,234139.0139, Merchants Quay ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3545.8108,3195.0139
Sheffield Stand,715035.9584,733324.5788,315110.173,233298.1208, New Street South ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3690.173,2354.1208
Sheffield Stand,714593.7771,733855.0555,314667.892,233828.7098, Meath Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3247.892,2884.7098
Sheffield Stand,714709.2063,733366.1625,314783.3505,233339.7114,Newmarket ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3363.3505,2395.7114
Sheffield Stand,714805.8794,733884.9108,314880.0395,233858.573,Francis Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3460.0395,2914.573
Sheffield Stand,714989.9373,733926.4666,315064.1364,233900.1389, High Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3644.1364,2956.1389
Sheffield Stand,714632.6442,733701.3773,314706.7689,233674.9985,Meath Street,10,,,,,,,,,,,,,,,,,,,,Batch 7,3286.7689,2730.9985
Sheffield Stand,714372.6566,733738.4085,314446.7253,233712.036, School Street,10,,,,,,,,,,,,,,,,,,,,Batch 7,3026.7253,2768.036
Sheffield Stand,714035.5732,733980.7875,314109.5673,233954.4655, James Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,2689.5673,3010.4655
Sheffield Stand,714444.5374,733981.3375,314518.6191,233955.0182, Bridgefoot Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3098.6191,3011.0182
Sheffield Stand,713646.8884,734215.7708,313720.7971,234189.4937,St Johns Road West ,5,,,,,,,,,,,,,,,,,,,,Batch 7,2300.7971,3245.4937
Sheffield Stand,714205.7279,733984.8719,314279.7584,233958.5518, Watling Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,2859.7584,3014.5518
Sheffield Stand,714293.6437,733714.8625,314367.6956,233688.4844, Taylors lane,10,,,,,,,,,,,,,,,,,,,,Batch 7,2947.6956,2744.4844
Sheffield Stand,714769.1713,733948.9631,314843.3229,233922.6389, Saint Augustine Street ,10,,,,,,,,,,,,,,,,,,,,Batch 7,3423.3229,2978.6389
Sheffield Stand,711855.8159,733579.5818,311929.3464,233553.1588, Grattan Crescent ,10,,,,,,,,,,,,,,,,,,,,Batch 7,509.3464,2609.1588
Sheffield Stand,715539.9289,731778.2679,315614.266,231751.4775, Leinster Square ,10,,,,,,,,,,,,,,,,,,,,Batch 7,4194.266,807.4775
Sheffield Stand,721274.1949,738229.6324,321349.696,238204.2792, Howth Road ,10,,,,,,,,,,,,,,,,,,,,Batch 7,9929.696,7260.2792
Sheffield Stand,721461.4646,738209.6796,321537.0057,238184.3233, Raheny Main Street ,11,,,,,,,,,,,,,,,,,,,,Batch 7,10117.0057,7240.3233
Sheffield Stand,720080.4543,735858.3008,320155.7242,235832.4255, Vernon Avenue ,8,,,,,,,,,,,,,,,,,,,,Batch 7,8735.7242,4888.4255
Sheffield Stand,715880.5903,736106.5454,315954.9596,236080.6965, Drumcondra Road Upper,5,,,,,,,,,,,,,,,,,,,,Batch 7,4534.9596,5136.6965
Sheffield Stand,716305.0323,736147.8404,316379.492,236122.0032, Clonliffe Road ,5,,,,,,,,,,,,,,,,,,,,Batch 7,4959.492,5178.0032
Sheffield Stand,714624.6484,736870.8041,314698.7417,236845.1129, Finglas Road ,8,,,,,,,,,,,,,,,,,,,,Batch 7,3278.7417,5901.1129
Sheffield Stand,713168.8994,739130.3766,313242.66,239105.166, Seamus Ennis Road ,10,,,,,,,,,,,,,,,,,,,,Batch 7,1822.66,8161.166
Sheffield Stand,713197.7814,738926.9737,313271.5501,238901.7192,Finglas Road,5,,,,,,,,,,,,,,,,,,,,Batch 7,1851.5501,7957.7192
Sheffield Stand,719658.1364,738961.7417,319733.2851,238936.5366,Coolock Main Street ,5,,,,,,,,,,,,,,,,,,,,Batch 7,8313.2851,7992.5366
Sheffield Stand,721038.612,733538.5211,321114.1098,233512.1489,Poolbeg  ,10,,,,,,,,,,,,,,,,,,,,Batch 7,9694.1098,2568.1489
Sheffield Stand,714426.4439,733733.518,314500.5241,233707.1449, South Earl Street.,5,,,,,,,,,,,,,,,,,,,,Batch 8,3080.5241,2763.1449
Sheffield Stand,714693.2518,734027.531,314767.3865,234001.2233, John Street West.,9,,,,,,,,,,,,,,,,,,,,Batch 8,3347.3865,3057.2233
Sheffield Stand,714439.5889,733341.1125,314513.6756,233314.6543, Ormond Street.,5,,,,,,,,,,,,,,,,,,,,Batch 8,3093.6756,2370.6543
Sheffield Stand,711518.2949,736920.5468,311591.7227,236894.8465, Ashtown Grove.,8,,,,,,,,,,,,,,,,,,,,Batch 8,171.7227,5950.8465
Sheffield Stand,714060.7656,733161.9352,314134.7728,233135.4357, Cameron Street.,5,,,,,,,,,,,,,,,,,,,,Batch 8,2714.7728,2191.4357
Sheffield Stand,712437.4456,732931.5586,312511.1067,232904.9986, Benbulbin Road.,8,,,,,,,,,,,,,,,,,,,,Batch 8,1091.1067,1960.9986
Sheffield Stand,713006.4992,732663.6503,313080.2848,232637.0358, Keeper Road.,7,,,,,,,,,,,,,,,,,,,,Batch 8,1660.2848,1693.0358
Sheffield Stand,713006.4992,732663.6503,313080.2848,232637.0358,South Circular Road.,5,,,,,,,,,,,,,,,,,,,,Batch 8,1660.2848,1693.0358
Sheffield Stand,715063.2344,736630.9297,315137.4238,236605.1893, Prospect Way.,4,,,,,,,,,,,,,,,,,,,,Batch 8,3717.4238,5661.1893
Sheffield Stand,713362.6358,733098.8582,313436.4938,233072.3404, South Circular Road.,5,,,,,,,,,,,,,,,,,,,,Batch 8,2016.4938,2128.3404
Sheffield Stand,714295.0942,738498.6981,314369.1016,238473.3577, Glasanaon Road.,8,,,,,,,,,,,,,,,,,,,,Batch 8,2949.1016,7529.3577
Sheffield Stand,716706.4443,734339.3748,316781.0072,234313.1479, City Quay.,6,,,,,,,,,,,,,,,,,,,,Batch 8,5361.0072,3369.1479
Sheffield Stand,715430.2719,734159.7843,315504.5632,234133.5101,Essex Street East.,10,,,,,,,,,,,,,,,,,,,,Batch 8,4084.5632,3189.5101
Sheffield Stand,715366.6408,734189.163,315440.9182,234162.8947,Wellington Quay.,6,,,,,,,,,,,,,,,,,,,,Batch 8,4020.9182,3218.8947
Sheffield Stand,718186.8303,736274.6827,318261.6913,236248.8853,Clontarf Road.,12,,,,,,,,,,,,,,,,,,,,Batch 8,6841.6913,5304.8853
Sheffield Stand,715359.5431,734176.6214,315433.819,234150.3504,Parliment Street,6,,,,,,,,,,,,,,,,,,,,Batch 8,4013.819,3206.3504
Sheffield Stand,717418.866,736212.3466,317493.5633,236186.5306,Fairview Avenue Lower.,5,,,,,,,,,,,,,,,,,,,,Batch 8,6073.5633,5242.5306
Sheffield Stand,713124.8195,737100.7832,313198.5896,237075.1322,Bannow Road.,5,,,,,,,,,,,,,,,,,,,,Batch 8,1778.5896,6131.1322
Sheffield Stand,714976.2926,737624.5548,315050.4539,237599.0293,Old Finglas Road.,5,,,,,,,,,,,,,,,,,,,,Batch 8,3630.4539,6655.0293
Sheffield Stand,714988.8551,736876.5149,315063.0263,236850.8273,Prospect Square.,6,,,,,,,,,,,,,,,,,,,,Batch 8,3643.0263,5906.8273
Sheffield Stand,713258.0059,738804.7184,313331.7886,238779.4378,Finglas Road.,6,,,,,,,,,,,,,,,,,,,,Batch 8,1911.7886,7835.4378
Sheffield Stand,715410.6348,739762.6272,315484.8686,239737.5681,Ballymun road.,10,,,,,,,,,,,,,,,,,,,,Batch 8,4064.8686,8793.5681
Sheffield Stand,715383.7086,739653.7401,315457.9377,239628.6571,Gateway Crescent.,5,,,,,,,,,,,,,,,,,,,,Batch 8,4037.9377,8684.6571
Sheffield Stand,715826.891,736943.2622,315901.2408,236917.5944,Millmount Avenue.,5,,,,,,,,,,,,,,,,,,,,Batch 8,4481.2408,5973.5944
Sheffield Stand,713254.2499,735938.0762,313328.0586,235912.1739,Navan Road.,8,,,,,,,,,,,,,,,,,,,,Batch 8,1908.0586,4968.1739
Sheffield Stand,719511.068,731718.6504,319586.2566,231691.8731,Strand Road Car Park.,10,,,,,,,,,,,,,,,,,,,,Batch 8,8166.2566,747.8731
Sheffield Stand,711356.1167,732869.0107,311429.5464,232842.4303,Naas Road.,5,,,,,,,,,,,,,,,,,,,,Batch 8,9.5464,1898.4303
Sheffield Stand,719468.6273,731934.0535,319543.8048,231907.3227, Strand Road Car Park.,8,,,,,,,,,,,,,,,,,,,,Batch 8,8123.8048,963.3227
